OBJECTID,Incident_Num,Shooting_Date,District,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim,IsPrimaryIncident,HOUR_OF_DAY,DAY_OF_WEEK,YEAR,QUARTER,MONTH,NEIGHBORHOOD
5529,I192071813,2019/09/08 06:02:00+00,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,2,1,2019,3,9,Back Bay
5530,I192072998,2019/09/12 00:33:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,4,2019,3,9,West Roxbury
5531,I192074077,2019/09/15 06:20:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,1,2019,3,9,Dorchester
5532,I192074613,2019/09/17 03:42:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,2,2019,3,9,Dorchester
5533,I192074923,2019/09/18 02:44:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,3,2019,3,9,Dorchester
5534,I192075578,2019/09/19 21:16:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,5,2019,3,9,Dorchester
5535,I192075921,2019/09/21 01:40:00+00,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,21,6,2019,3,9,South Boston
5536,I192077645,2019/09/26 06:39:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,5,2019,3,9,Roxbury
5537,I192077627,2019/09/26 03:45:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,4,2019,3,9,Dorchester
5538,192080960,2019/10/07 01:14:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2019,4,10,Dorchester
5539,192083280,2019/10/15 01:39:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,2,2019,4,10,Roxbury
5540,192083063,2019/10/14 07:29:00+00,B2,Non-Fatal,Male,Unknown,Unknown,0,1,3,2,2019,4,10,Roxbury
5541,192082827,2019/10/13 06:42:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,1,2019,4,10,Mattapan
5542,192084830,2019/10/20 02:14:00+00,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,22,7,2019,4,10,South Boston
5543,192085079,2019/10/21 02:27:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,1,2019,4,10,Mattapan
5544,192086068,2019/10/24 03:45:00+00,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,23,4,2019,4,10,Mattapan
5545,192086707,2019/10/26 07:48:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,3,7,2019,4,10,Roxbury
5546,192086707,2019/10/26 07:48:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,3,7,2019,4,10,Roxbury
5547,192086707,2019/10/26 07:48:00+00,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,3,7,2019,4,10,Roxbury
5548,192088353,2019/11/01 02:21:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,5,2019,4,10,Dorchester
5549,192088399,2019/11/01 04:05:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,6,2019,4,11,Roxbury
5550,192088243,2019/10/31 18:05:00+00,E18,Fatal,Male,White,Hispanic or Latinx,1,1,14,5,2019,4,10,Roslindale
5551,192088243,2019/10/31 18:05:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,1,0,14,5,2019,4,10,Roslindale
5552,192088750,2019/11/02 02:37:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,6,2019,4,11,Roslindale
5553,192088528,2019/11/01 15:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,11,6,2019,4,11,Dorchester
5554,192089556,2019/11/05 04:28:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,2,2019,4,11,Hyde Park
5555,192090990,2019/11/10 01:35:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,7,2019,4,11,Dorchester
5556,192093780,2019/11/19 23:25:00+00,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,18,3,2019,4,11,South Boston
5557,192094131,2019/11/21 02:21:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,21,4,2019,4,11,Roxbury
5558,192094784,2019/11/23 07:04:00+00,A1,Fatal,Male,Unknown,Unknown,0,1,2,7,2019,4,11,West End
5559,192095802,2019/11/26 22:30:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,17,3,2019,4,11,Mission Hill
5560,192096091,2019/11/27 21:15:30+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,4,2019,4,11,Mattapan
5561,192096860,2019/12/01 04:53:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,7,2019,4,11,South End
5562,192098019,2019/12/05 20:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,5,2019,4,12,Dorchester
5563,192101494,2019/12/17 20:16:00+00,B3,Non-Fatal,Male,Unknown,Unknown,1,1,15,3,2019,4,12,Dorchester
5564,192101494,2019/12/17 20:16:00+00,B3,Non-Fatal,Male,Unknown,Unknown,1,0,15,3,2019,4,12,Dorchester
5565,192102486,2019/12/21 03:53:00+00,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,6,2019,4,12,Brighton
5566,192102925,2019/12/22 23:41:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,18,1,2019,4,12,Dorchester
5567,192102925,2019/12/22 23:41:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,18,1,2019,4,12,Dorchester
5568,I192103915,2019/12/27 02:56:13+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,21,5,2019,4,12,Dorchester
5569,202002920,2020/01/12 01:26:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,20,7,2020,1,1,Dorchester
5570,202002920,2020/01/12 01:26:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,20,7,2020,1,1,Dorchester
5571,202002686,2020/01/12 04:17:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,7,2020,1,1,Mattapan
5572,192088072,2019/10/31 03:27:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,4,2019,4,10,Hyde Park
5573,202003937,2020/01/15 18:58:00+00,E5,Non-Fatal,Male,White,Hispanic or Latinx,0,1,13,4,2020,1,1,Roslindale
5574,202005082,2020/01/19 23:43:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,0,1,18,1,2020,1,1,Dorchester
5575,202005879,2020/01/23 00:15:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,4,2020,1,1,Dorchester
5576,202006837,2020/01/26 12:24:00+00,B3,Non-Fatal,Male,Unknown,Unknown,0,1,7,1,2020,1,1,Mattapan
5577,202008158,2020/01/30 22:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,17,5,2020,1,1,Dorchester
5578,202008158,2020/01/30 22:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,17,5,2020,1,1,Dorchester
5579,202009569,2020/02/05 00:03:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,3,2020,1,2,Mattapan
5580,202009888,2020/02/05 23:28:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,0,1,18,4,2020,1,2,Dorchester
5581,202010471,2020/02/07 23:30:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,6,2020,1,2,Dorchester
5582,202010820,2020/02/09 08:38:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,3,1,2020,1,2,Dorchester
5583,202012769,2020/02/17 02:38:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2020,1,2,Mattapan
5584,202012532,2020/02/15 07:15:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,7,2020,1,2,Roxbury
5585,202014058,2020/02/21 04:13:00+00,B3,Fatal,Male,White,Hispanic or Latinx,0,1,23,5,2020,1,2,Dorchester
5586,202014280,2020/02/22 00:21:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,6,2020,1,2,Hyde Park
5587,202015077,2020/02/25 00:35:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,2,2020,1,2,Mattapan
5588,202015140,2020/02/25 07:10:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,3,2020,1,2,Hyde Park
5589,202015695,2020/02/27 02:23:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,4,2020,1,2,Roxbury
5590,202016857,2020/03/02 04:39:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,1,2020,1,3,Roxbury
5591,202017401,2020/03/04 02:13:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,3,2020,1,3,Dorchester
5592,202018542,2020/03/07 22:27:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,7,2020,1,3,Roxbury
5593,202019731,2020/03/12 06:00:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,0,1,2,5,2020,1,3,Jamaica Plain
5594,202021807,2020/03/20 23:37:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,6,2020,1,3,Dorchester
5595,202021872,2020/03/21 06:36:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,7,2020,1,3,Jamaica Plain
5596,202022237,2020/03/22 22:07:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,1,2020,1,3,Dorchester
5597,202022697,2020/03/24 21:33:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,3,2020,1,3,Dorchester
5598,202022971,2020/03/25 23:24:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,4,2020,1,3,Hyde Park
5599,202023501,2020/03/28 18:01:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,7,2020,1,3,Dorchester
5600,202024454,2020/04/02 02:51:00+00,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,22,4,2020,2,4,Roxbury
5601,202024634,2020/04/02 21:12:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,0,1,17,5,2020,2,4,Mattapan
5602,202025593,2020/04/07 20:23:00+00,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,3,2020,2,4,Beacon Hill
5603,202026656,2020/04/12 23:17:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,19,1,2020,2,4,Roxbury
5604,202026656,2020/04/12 23:17:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,19,1,2020,2,4,Roxbury
5605,202026320,2020/04/11 02:34:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,6,2020,2,4,Dorchester
5606,202027076,2020/04/15 00:18:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,3,2020,2,4,Dorchester
5607,202027248,2020/04/15 19:37:00+00,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,15,4,2020,2,4,Dorchester
5608,202027311,2020/04/16 00:10:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,4,2020,2,4,Jamaica Plain
5609,202028084,2020/04/20 01:28:00+00,B2,Non-Fatal,Male,Unknown,Unknown,1,1,21,1,2020,2,4,Mission Hill
5610,202028084,2020/04/20 01:28:00+00,B2,Non-Fatal,Male,Unknown,Unknown,1,0,21,1,2020,2,4,Mission Hill
5611,202027859,2020/04/18 21:18:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,17,7,2020,2,4,Roxbury
5612,202027887,2020/04/18 23:37:00+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,19,7,2020,2,4,Jamaica Plain
5613,202027597,2020/04/17 14:57:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,10,6,2020,2,4,Roxbury
5614,202028772,2020/04/23 06:50:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,5,2020,2,4,Roxbury
5615,202028729,2020/04/23 00:22:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,20,4,2020,2,4,Dorchester
5616,202028825,2020/04/23 17:11:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,5,2020,2,4,Hyde Park
5617,202029156,2020/04/25 03:04:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,6,2020,2,4,Hyde Park
5618,202029717,2020/04/28 01:17:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,2,2020,2,4,Roxbury
5619,202030388,2020/04/30 21:49:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,5,2020,2,4,Roxbury
5620,202031103,2020/05/04 02:38:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,22,1,2020,2,5,Roxbury
5621,202031103,2020/05/04 02:38:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,22,1,2020,2,5,Roxbury
5622,202031103,2020/05/04 02:38:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,22,1,2020,2,5,Roxbury
5623,202031077,2020/05/04 00:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,1,2020,2,5,Mattapan
5624,202031011,2020/05/03 19:45:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,15,1,2020,2,5,Roxbury
5625,202030889,2020/05/03 04:00:00+00,C11,Non-Fatal,Male,Unknown,Unknown,0,1,0,1,2020,2,5,Dorchester
5626,202030776,2020/05/02 16:35:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,12,7,2020,2,5,Dorchester
5627,202033320,2020/05/14 02:59:00+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,22,4,2020,2,5,South Boston
5628,202033591,2020/05/15 07:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,3,6,2020,2,5,Mission Hill
5629,202034010,2020/05/16 23:54:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,7,2020,2,5,Dorchester
5630,202034336,2020/05/18 16:03:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,12,2,2020,2,5,Dorchester
5631,202035190,2020/05/22 01:59:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,21,5,2020,2,5,Jamaica Plain
5632,202035190,2020/05/22 01:59:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,21,5,2020,2,5,Jamaica Plain
5633,202035912,2020/05/25 01:51:46+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2020,2,5,Dorchester
5634,202035919,2020/05/25 01:52:37+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2020,2,5,Dorchester
5635,202035521,2020/05/23 05:59:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,1,7,2020,2,5,Roxbury
5636,202036660,2020/05/28 03:55:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,4,2020,2,5,Dorchester
5803,232017984,2023/03/08 15:38:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,10,4,2023,1,3,Dorchester
7162,232021861,2023/03/21 12:42:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,8,3,2023,1,3,Dorchester
7532,232022790,2023/03/25 01:31:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,21,6,2023,1,3,Dorchester
9397,232027272,2023/04/09 02:18:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,7,2023,2,4,Jamaica Plain
9522,232027459,2023/04/10 00:22:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,20,1,2023,2,4,Mattapan
10021,232028565,2023/04/13 18:39:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,5,2023,2,4,South Boston
10143,232028773,2023/04/14 06:22:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,2,6,2023,2,4,Roxbury
10144,232028773,2023/04/14 06:22:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,2,6,2023,2,4,Roxbury
10266,232029322,2023/04/16 01:15:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,7,2023,2,4,Dorchester
11110,232031186,2023/04/23 01:37:00+00,E18,Fatal,Male,Black or African American,Hispanic or Latinx,1,1,21,7,2023,2,4,Hyde Park
11111,232031186,2023/04/23 01:37:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,21,7,2023,2,4,Hyde Park
11477,232032268,2023/04/27 02:04:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,4,2023,2,4,Dorchester
11601,232032343,2023/04/27 13:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,9,5,2023,2,4,Roxbury
12085,232033673,2023/05/02 00:17:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,2,2023,2,5,Roxbury
12446,232034509,2023/05/04 20:05:56+00,C11,Non-Fatal,Male,Black or African American,Unknown,1,1,16,5,2023,2,5,Dorchester
12447,232034509,2023/05/04 20:09:00+00,C11,Non-Fatal,Male,Black or African American,,1,0,16,5,2023,2,5,Dorchester
12685,232035550,2023/05/08 01:39:00+00,A1,Non-Fatal,Male,Black or African American,Unknown,1,1,21,1,2023,2,5,Downtown
12686,232035541,2023/05/08 00:34:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,20,1,2023,2,5,Mattapan
12687,232035541,2023/05/08 00:34:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,1,0,20,1,2023,2,5,Mattapan
12688,232035584,2023/05/08 00:19:00+00,C11,Fatal,Male,White,Hispanic or Latinx,0,1,20,1,2023,2,5,Dorchester
12691,232035550,2023/05/08 01:39:23+00,A1,Non-Fatal,Female,Black or African American,,1,0,21,1,2023,2,5,Downtown
13032,232036239,2023/05/10 04:18:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,1,1,0,4,2023,2,5,Dorchester
13033,232036239,2023/05/10 04:18:00+00,B2,Non-Fatal,Female,Black or African American,,1,0,0,4,2023,2,5,Dorchester
13373,232037206,2023/05/13 07:32:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,0,1,3,7,2023,2,5,South Boston
13374,232037392,2023/05/14 01:35:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,0,1,21,7,2023,2,5,Dorchester
14397,232040051,2023/05/22 20:58:00+00,C11,Fatal,Male,Black or African American,Unknown,0,1,16,2,2023,2,5,Dorchester
15095,232041706,2023/05/28 08:19:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,0,1,4,1,2023,2,5,Dorchester
16511,232045448,2023/06/10 01:18:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,21,6,2023,2,6,Roxbury
16869,232046538,2023/06/14 00:31:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,0,1,20,3,2023,2,6,Dorchester
16870,232046888,2023/06/15 02:40:00+00,C11,Non-Fatal,Male,Black or African American,Unknown,0,1,22,4,2023,2,6,Dorchester
16871,232048084,2023/06/19 09:17:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,5,2,2023,2,6,Dorchester
16872,232047757,2023/06/17 23:04:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,19,7,2023,2,6,Dorchester
16873,232049493,2023/06/24 01:11:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,6,2023,2,6,Dorchester
17238,232050633,2023/06/28 00:25:00+00,C11,Non-Fatal,Male,Asian,Unknown,0,1,20,3,2023,2,6,Dorchester
17489,232051272,2023/06/30 00:58:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,5,2023,2,6,Dorchester
17738,232051641,2023/07/01 04:12:00+00,B2,Fatal,Male,White,Hispanic or Latinx,1,1,0,7,2023,3,7,Mission Hill
17739,232051641,2023/07/01 16:12:42+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,0,12,7,2023,3,7,Mission Hill
18109,232052648,2023/07/05 02:18:00+00,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,22,3,2023,3,7,Roslindale
18110,232052748,2023/07/05 02:30:00+00,C11,Non-Fatal,Female,Unknown,Unknown,0,1,22,3,2023,3,7,Dorchester
18232,232052689,2023/07/05 06:01:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,2,4,2023,3,7,Mattapan
18233,232052689,2023/07/05 06:01:00+00,B3,Non-Fatal,Male,White,Unknown,1,0,2,4,2023,3,7,Mattapan
18234,232052689,2023/07/05 06:01:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,1,0,2,4,2023,3,7,Mattapan
18235,232052689,2023/07/05 06:01:00+00,B3,Non-Fatal,Female,White,Hispanic or Latinx,1,0,2,4,2023,3,7,Mattapan
18236,232052689,2023/07/05 06:01:00+00,B3,Non-Fatal,Male,Unknown,Not Hispanic or Latinx,1,0,2,4,2023,3,7,Mattapan
18353,232053295,2023/07/07 03:49:00+00,B2,Fatal,Male,Black or African American,Unknown,0,1,23,5,2023,3,7,Dorchester
19183,232055224,2023/07/13 18:05:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,5,2023,3,7,Mattapan
19184,232055363,2023/07/14 01:25:00+00,D4,Non-Fatal,Male,Black or African American,Unknown,0,1,21,5,2023,3,7,Roxbury
19575,232056044,2023/07/16 09:41:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,0,1,5,1,2023,3,7,Mattapan
19835,232056565,2023/07/18 05:39:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,3,2023,3,7,Jamaica Plain
19965,232057528,2023/07/21 02:25:00+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,22,5,2023,3,7,South Boston
20099,232057849,2023/07/22 03:07:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,6,2023,3,7,Jamaica Plain
20367,232058399,2023/07/24 02:12:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,1,22,1,2023,3,7,Roxbury
20368,232058399,2023/07/24 02:12:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,1,0,22,1,2023,3,7,Roxbury
20639,232058700,2023/07/25 16:38:26+00,D4,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,12,3,2023,3,7,Fenway
21239,232069229,2023/12/27 19:59:29+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,4,2023,4,12,Dorchester
21317,232060395,2023/07/30 23:47:00+00,B2,Fatal,Male,Black or African American,Unknown,0,1,19,1,2023,3,7,Roxbury
21318,232060443,2023/07/31 03:09:00+00,B2,Fatal,Male,White,Hispanic or Latinx,0,1,23,1,2023,3,7,Roxbury
21319,232060444,2023/07/31 03:33:00+00,C11,Non-Fatal,Male,Unknown,Hispanic or Latinx,0,1,23,1,2023,3,7,Dorchester
21454,232060759,2023/08/01 01:28:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,21,2,2023,3,7,Jamaica Plain
21455,232060759,2023/08/01 01:28:00+00,E13,Non-Fatal,Unknown,Unknown,Unknown,1,0,21,2,2023,3,7,Jamaica Plain
21588,232061048,2023/08/02 01:02:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,0,1,21,3,2023,3,8,Jamaica Plain
21989,232061801,2023/08/04 16:31:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,12,6,2023,3,8,Dorchester
22934,232064025,2023/08/12 01:59:00+00,E13,Non-Fatal,Male,Black or African American,Unknown,1,1,21,6,2023,3,8,Jamaica Plain
